name,parent,value
BFSpE,origin,1
BFST,origin,0.501182654
BFTR,origin,0.5
BFZ,origin,0.489427874
BG,origin,0.348225389
BGB,origin,0.645305577
BGCP,origin,0.282616717
BGFV,origin,0.652692656
BGH,origin,0.233866002
BGI,origin,0.02745393
BGLD,origin,0.630681818
BGNE,origin,0.601010728
BGR,origin,0.578556479
BGRN,origin,0.043209877
BGRY,origin,0.415603767
BGRYW,origin,1
BGS,origin,0.61891515
BGSF,origin,0.4948851
BGSX,origin,1
BGT,origin,0.435297212
BGX,origin,0.416923303
BGXX,origin,0.289537036
BGY,origin,0.402589463
BH,origin,0.460869565
BH/A,origin,1
BHAC,origin,1
BHACU,origin,1
BHACW,origin,1
BHAT,origin,0.365457075
BHB,origin,0.40308642
BHC,origin,0.584060868
BHE,origin,0.651002457
BHF,origin,0.541084262
BHFAL,origin,0.625709958
BHFAM,origin,0.378146611
BHFAN,origin,0.638129843
BHFAO,origin,0.628488525
BHFAP,origin,0.551817991
BHG,origin,0.357756943
BHIL,origin,0.347516407
BHIL/WS,origin,0.712401055
BHK,origin,0.612813907
BHLB,origin,0.768737959
BHM,origin,0.371688477
BHP,origin,0.603521848
BHR,origin,0.404977379
BHRpB,origin,0.518134715
BHRpD,origin,1
BHV,origin,0.346028292
BHVN,origin,0.45101953
BIAF,origin,0.387474191
BIAFW,origin,0.117302053
BIB,origin,0.417061611
BIBL,origin,0.231742175
BIDU,origin,0.529477616
BIG,origin,0.752061953
BIGC,origin,0.600763528
BIGZ,origin,0.225251786
BIIB,origin,0.58243746
BIL,origin,0.662282434
BILI,origin,0.660274399
BILL,origin,0.438493213
BILS,origin,0.967755423
BIMI,origin,0.580736669
BIO,origin,0.674393045
BIO/B,origin,1
BIOC,origin,0.045962199
BIOL,origin,0.193002089
BIOR,origin,0.528823553
BIOS,origin,1
BIOX,origin,0.395779671
BIP,origin,0.430788879
BIPC,origin,0.551097927
BIPH,origin,0.506059752
BIPI,origin,0.500004637
BIPpA,origin,0.57055805
BIPpB,origin,0.837071595
BIRD,origin,0.626785795
BIS,origin,0.116704805
BIT,origin,0.416372917
BITF,origin,0.396042679
BITI,origin,0.429001526
BITO,origin,0.373086564
BITQ,origin,0.349015254
BITS,origin,0.743220808
BIV,origin,0.214793787
BIVI,origin,0.440920635
BIZD,origin,0.539838509
BJ,origin,0.589923203
BJAN,origin,0.35
BJDX,origin,0.324199744
BJK,origin,0.597041289
BJRI,origin,0.58354439
BJUL,origin,0.826684773
BJUN,origin,0.967717718
BK,origin,0.160987608
BKAG,origin,0.562739612
BKCC,origin,0.378405057
BKCH,origin,0.437964989
BKCI,origin,0.760326609
BKD,origin,0.455242148
BKE,origin,0.50955938
BKEM,origin,0.936708861
BKF,origin,0.027495188
BKH,origin,0.626137086
BKHY,origin,0.122503329
BKI,origin,0.215122339
BKIE,origin,0.679548262
BKKT,origin,0.631126543
BKLC,origin,0.345812386
BKLN,origin,0.477748193
BKMC,origin,1
BKN,origin,0.041902815
BKNG,origin,0.492710482
BKR,origin,0.598864347
BKSB,origin,0.007751938
BKSC,origin,0.53612655
BKSE,origin,0.522727273
BKSY,origin,0.484721733
BKSY/WS,origin,0.987680683
BKT,origin,0.314742175
BKTI,origin,0.270875764
BKU,origin,0.36687464
BKYI,origin,0.298731463
BL,origin,0.533988336
BLBD,origin,0.320179584
BLBX,origin,0.415351812
BLCM,origin,0.0192
BLCN,origin,0.71253269
BLCO,origin,0.597312592
BLD,origin,0.26609787
BLDE,origin,0.662828182
BLDG,origin,0.659574468
BLDP,origin,0.397314542
BLDR,origin,0.521996264
BLE,origin,0.344486546
BLES,origin,0.84463895
BLEU,origin,0.900596421
BLEUU,origin,1
BLFS,origin,0.717003548
BLFY,origin,0.467104572
BLHY,origin,0.017492711
BLI,origin,0.253883467
BLIN,origin,0.432449674
BLK,origin,0.600582857
BLKB,origin,0.627828139
BLKC,origin,0.454545455
BLLD,origin,1
BLMN,origin,0.594984753
BLND,origin,0.756869673
BLNK,origin,0.497756166
BLNKW,origin,0.578947368
BLOK,origin,0.28171575
BLRX,origin,0.668892448
BLTE,origin,0.596057209
BLTS,origin,0.069767442
BLU,origin,0.156250626
BLUE,origin,0.460700202
BLV,origin,0.45071026
BLW,origin,0.455662249
BLX,origin,0.423763386
BLZE,origin,0.356207959
BMA,origin,0.574697281
BMAQ,origin,1
BMAR,origin,0.533968254
BMAY,origin,0.311214591
BMBL,origin,0.840703258
BME,origin,0.62365436
BMEA,origin,0.051142948
BMED,origin,0.666666667
BMEZ,origin,0.306416545
BMI,origin,0.571095571
BMLpG,origin,0.010040161
BMLpH,origin,0.328301477
BMLpJ,origin,0.902380316
BMLpL,origin,0.613181111
BMN,origin,0.375675041
BMO,origin,0.570574569
BMRA,origin,0.400612141
BMRC,origin,0.21720196
BMRN,origin,0.387897918
BMTX,origin,0.820455245
BMTX/WS,origin,0.484310812
BMY,origin,0.559670915
BND,origin,0.598310219
BNDC,origin,0.442364441
BNDD,origin,0.177462359
BNDW,origin,0.5717714
BNDX,origin,0.586987318
BNE,origin,0.882352941
BNED,origin,0.440526144
BNFT,origin,0.315309253
BNGO,origin,0.699906865
BNGOW,origin,0.805397727
BNKD,origin,0.249544131
BNKU,origin,0.200570692
BNL,origin,0.325694896
BNO,origin,0.483965672
BNOV,origin,0.718240028
BNOX,origin,0.25
BNR,origin,0.684717658
BNS,origin,0.295740055
BNSO,origin,0.744407159
BNTC,origin,0.527499179
BNTX,origin,0.579580297
BNY,origin,0.354778225
BOAC,origin,0.078125
BOAT,origin,0.409937888
BOC,origin,0.288460428
BOCT,origin,0.934823593
BODY,origin,0.648640893
BOE,origin,0.250782392
BOH,origin,0.797238825
BOHpA,origin,0.414736422
BOIL,origin,0.166205752
BOKF,origin,0.506948882
BOLT,origin,0.440903054
BON,origin,0.107664234
BOND,origin,0.230814833
BOOM,origin,0.755724757
BOOT,origin,0.573299945
BORR,origin,0.728595644
BOSC,origin,0.020044543
BOTJ,origin,0.00085034
BOTZ,origin,0.594611553
BOUT,origin,0.012578387
BOWL,origin,0.329970915
BOX,origin,0.639700332
BOXD,origin,0.541837343
BOXD/WS,origin,0.601791936
BOXL,origin,0.459711761
BP,origin,0.642884997
BPAC,origin,0.000805802
BPAY,origin,0.916666667
BPMC,origin,0.466406217
BPOP,origin,0.184430248
BPOPM,origin,1
BPRN,origin,0.216814159
BPT,origin,0.463871527
BPTH,origin,0.06285787
BPTS,origin,0.352795482
BPYPM,origin,0.620318643
BPYPN,origin,0.042036432
BPYPO,origin,0.228301887
BPYPP,origin,0.552705411
BQ,origin,0.078635499
BR,origin,0.517468132
BRAG,origin,0.676223776
BRBR,origin,0.657569042
BRBS,origin,0.271513874
BRC,origin,0.475041893
BRCC,origin,0.581975373
BRD,origin,0.181818182
BRDG,origin,0.429643756
BRDS,origin,0.590003093
BRD/WS,origin,0.87654321
BREZ,origin,0.00186493
BREZR,origin,0.435549501
BREZW,origin,0.742310395
BRF,origin,0.901612007
BRFH,origin,0.247666254
BRFS,origin,0.641782795
BRID,origin,0.359186747
BRIV,origin,1
BRK/A,origin,0.008588957
BRK/B,origin,0.378085598
BRKL,origin,0.374078349
BRKR,origin,0.507377486
BRLT,origin,0.51503412
BRMK,origin,0.494133894
BRN,origin,0.465310956
BRNY,origin,1
BRO,origin,0.35486848
BROG,origin,0.8
BROGW,origin,1
BROS,origin,0.456689213
BRP,origin,0.320926447
BRQS,origin,0.438821293
BRSH,origin,0.538981548
BRSP,origin,0.619680912
BRT,origin,0.260400973
BRTX,origin,0.106280193
BRW,origin,0.285326379
BRX,origin,0.675009638
BRY,origin,0.23780596
BRZE,origin,0.228172061
BRZU,origin,0.309026978
BSAC,origin,0.767808868
BSBR,origin,0.693483096
BSCM,origin,0.020530514
BSCN,origin,0.491773752
BSCO,origin,0.584256897
BSCP,origin,0.82860854
BSCQ,origin,0.474178727
BSCR,origin,0.220037327
BSCS,origin,0.364380334
BSCT,origin,0.185531418
BSCU,origin,0.824132635
BSCV,origin,0.498385013
BSCW,origin,0.001069138
BSEA,origin,1
BSEP,origin,0.697102067
BSET,origin,0.321363669
BSFC,origin,0.583616952
BSGM,origin,0.462863714
BSIG,origin,0.510901983
BSJM,origin,0.150928931
BSJN,origin,0.305183025
BSJO,origin,0.350088417
BSJP,origin,0.049691677
BSJQ,origin,0.105766948
BSJR,origin,0.51158633
BSJS,origin,0.565187079
BSJT,origin,0.276538094
BSJU,origin,0.161550889
BSKY,origin,0.326577387
BSL,origin,0.24091354
BSM,origin,0.628112048
BSMM,origin,0.054936081
BSMN,origin,0.542077797
BSMO,origin,0.420357858
BSMP,origin,0.812458847
BSMQ,origin,0.9726789
BSMR,origin,0.867376701
BSMS,origin,0.971759977
BSMT,origin,0.122996453
BSMU,origin,0.079976369
BSMV,origin,0.341880342
BSMX,origin,0.439214023
BSQR,origin,0.490404323
BSRR,origin,0.240871935
BST,origin,0.366950182
BSTP,origin,0.333333333
BSTZ,origin,0.479094936
BSV,origin,0.431953891
BSVN,origin,0.9204
BSX,origin,0.524770454
BSXpA,origin,0.009553774
BSY,origin,0.470341151
BTA,origin,0.542556449
BTAI,origin,0.691220806
BTAL,origin,0.593618449
BTB,origin,0.461502384
BTBD,origin,0.171171171
BTBT,origin,0.549401347
BTCM,origin,0.787233015
BTCR,origin,0.923076923
BTCS,origin,0.309995676
BTCY,origin,0.107873197
BTEC,origin,0.01010101
BTEK,origin,0.977419355
BTF,origin,0.284412033
BTG,origin,0.6234707
BTHM,origin,1
BTI,origin,0.401842587
BTMD,origin,0.88825865
BTN,origin,0.921667966
BTO,origin,0.59706734
BTOG,origin,0.061260623
BTRS,origin,0.08760051
BTT,origin,0.456372187
BTTR,origin,0.426516158
BTTX,origin,0.242835596
BTU,origin,0.318324786
BTWN,origin,0.530268303
BTZ,origin,0.582421377
BUCK,origin,0.633773675
BUD,origin,0.627359608
BUFB,origin,0.862491699
BUFD,origin,0.364151131
BUFF,origin,0.77214079
BUFG,origin,0.322607261
BUFR,origin,0.105263661
BUFT,origin,0.224309392
BUG,origin,0.407444208
BUI,origin,0.405134807
BUL,origin,0.231853455
BULZ,origin,0.552037109
BUR,origin,0.138554217
BURL,origin,0.642377259
BUSE,origin,0.289034798
BUYW,origin,0.781993111
BUZZ,origin,0.044348296
BV,origin,0.12815574
BVH,origin,0.294150009
BVN,origin,0.719578228
BVS,origin,0.484440928
BVXV,origin,0.747867853
BW,origin,0.465192203
BWA,origin,0.447011404
BWAQ,origin,1
BWAY,origin,0.174950298
BWB,origin,0.53822699
BWCAW,origin,1
BWEB,origin,0.125
BWEN,origin,0.246954009
BWFG,origin,0.603971963
BWG,origin,0.540708447
BWMN,origin,0.818181818
BWMX,origin,0.542418289
BWNB,origin,0.365213202
BWpA,origin,0.516478343
BWSN,origin,0.358554874
BWV,origin,0.689985712
BWX,origin,0.237262032
BWXT,origin,0.540102928
BWZ,origin,0.167280379
BX,origin,0.623987251
BXC,origin,0.59067642
BXMT,origin,0.531695292
BXMX,origin,0.227017417
BXP,origin,0.419795144
BXRX,origin,0.544717183
BXSL,origin,0.280379446
BY,origin,0.559240866
BYD,origin,0.606323543
BYFC,origin,0.116297185
BYLD,origin,0.04117902
BYM,origin,0.412325353
BYN,origin,0.5
BYND,origin,0.601774295
BYN/WS,origin,0.664251208
BYOB,origin,0.406626506
BYRN,origin,0.656077065
BYSI,origin,0.1917159
BYTE,origin,0.649396182
BZ,origin,0.41500286
BZFD,origin,0.462814581
BZH,origin,0.520414014
BZQ,origin,0.279590156
BZUN,origin,0.196113134
C,origin,0.372366623
CAAP,origin,0.179685864
CAAS,origin,0.689398206
CABA,origin,0.503719158
CABO,origin,0.615907375
CAC,origin,0.420212766
CACC,origin,0.889186731
CACG,origin,0.122727956
CACI,origin,0.513187106
CADE,origin,0.735176712
CADEpA,origin,0.244551503
CADL,origin,0.037931083
CAE,origin,0.542890395
CAF,origin,0.316487962
CAG,origin,0.47952194
CAH,origin,0.336877558
CAJ,origin,0.216103137
CAKE,origin,0.720199361
CAL,origin,0.372391867
CALA,origin,0.593230865
CALB,origin,0.414528944
CALF,origin,0.316766464
CALM,origin,0.303850794
CALT,origin,0.461187215
CALX,origin,0.483808695
CAMP,origin,0.35994289
CAMT,origin,0.564391946
CAN,origin,0.520324011
CANE,origin,0.826115842
CANF,origin,0.572024859
CANG,origin,0.198788098
CANO,origin,0.708964003
CANO/WS,origin,0.416666667
CAPE,origin,0.461528361
CAPL,origin,0.524588348
CAPR,origin,0.532756314
CAR,origin,0.499081279
CARA,origin,0.446049731
CARE,origin,0.491488866
CARG,origin,0.025299787
CARR,origin,0.552850567
CARS,origin,0.238314215
CARV,origin,0.088496222
CARZ,origin,0.730823364
CASA,origin,0.926908557
CASH,origin,0.63601089
CASI,origin,0.194346691
CASS,origin,0.856515094
CASY,origin,0.357500362
CAT,origin,0.522335041
CATC,origin,0.280517381
CATH,origin,0.202039825
CATO,origin,0.501364081
CATY,origin,0.622714552
CB,origin,0.317671423
CBAN,origin,0.352669743
CBAT,origin,0.493254792
CBAY,origin,0.320993668
CBD,origin,0.651097537
CBFV,origin,0.363851992
CBH,origin,0.044376739
CBIO,origin,0.711253733
CBL,origin,0.482166133
CBLS,origin,1
CBNK,origin,0.382170543
CBOE,origin,0.45948384
CBON,origin,0.366443948
CBRE,origin,0.705192822
CBRL,origin,0.587426858
CBSE,origin,0.10940919
CBSH,origin,0.407224959
CBT,origin,0.361833381
CBU,origin,0.786042694
CBZ,origin,0.304817306
CC,origin,0.482834192
CCAP,origin,0.490371253
CCB,origin,0.13913474
CCBG,origin,0.327539381
CCCC,origin,0.612380653
CCCS,origin,0.666420004
CCD,origin,0.556092196
CCEL,origin,0.390586292
CCEP,origin,0.203791089
CCF,origin,0.229480943
CCI,origin,0.314447402
CCJ,origin,0.408487055
CCK,origin,0.471285314
CCL,origin,0.463758662
CCLP,origin,0.498652955
CCM,origin,0.317460317
CCNC,origin,0.093657803
CCNE,origin,0.389654972
CCNEP,origin,1
CCO,origin,0.494739173
CCOI,origin,0.707079515
CCOR,origin,0.401893733
CCRD,origin,0.709553928
CCRN,origin,0.435241327
CCRV,origin,0.959996059
CCS,origin,0.741777794
CCSI,origin,0.473253401
CCSO,origin,0.994338179
CCU,origin,0.691773629
CCV,origin,0.020119974
CCVI,origin,0.086286051
CCVI/WS,origin,0.072642968
CCV/WS,origin,0.298507463
CD,origin,0.347752506
CDAK,origin,0.334013241
CDAQU,origin,0.8
CDAY,origin,0.693779238
CDC,origin,0.221389056
CDE,origin,0.519426431
CDIO,origin,0.652212243
CDIOW,origin,0.048437878
CDL,origin,0.953442168
CDLX,origin,0.318275011
CDMO,origin,0.587217514
CDNA,origin,0.437450442
CDNS,origin,0.352965811
CDRE,origin,0.590425591
CDRO,origin,0.262307127
CDRpB,origin,0.457687723
CDRpC,origin,0.304428994
CDTX,origin,0.71232715
CDW,origin,0.641638886
CDX,origin,0.542857143
CDXC,origin,0.308467862
CDXS,origin,0.543820096
CDZI,origin,0.600583882
CDZIP,origin,0.920684292
CE,origin,0.414012271
CEA,origin,0.131428571
CEAD,origin,0.182181283
CECE,origin,0.213842018
CEE,origin,0.665766155
CEF,origin,0.274795461
CEFD,origin,0.726277372
CEFS,origin,0.851975815
CEG,origin,0.377970115
CEI,origin,0.499874745
CEIX,origin,0.27423238
CELC,origin,0.675097276
CELH,origin,0.587725954
CELU,origin,0.399289179
CELZ,origin,0.531491021
CEM,origin,0.432805027
CEMB,origin,0.479869534
CEMI,origin,0.543029149
CEN,origin,0.13789152
CENN,origin,0.610935094
CENQW,origin,1
CENT,origin,0.427926475
CENTA,origin,0.588049166
CENX,origin,0.573139753
CEPU,origin,0.602933126
CEQP,origin,0.738759561
CEQPp,origin,0.477292453
CERE,origin,0.911744783
CERS,origin,0.333695949
CERT,origin,0.488236947
CET,origin,0.361154029
CETX,origin,0.173215145
CEV,origin,0.012493753
CEVA,origin,0.678587141
CEY,origin,1
CF,origin,0.522134167
CFA,origin,0.302278627
CFB,origin,0.258311744
CFBK,origin,1
CFFI,origin,0.226480836
CFFN,origin,0.675564137
CFFS,origin,0.25
CFG,origin,0.43927291
CFGpD,origin,0.643980676
CFGpE,origin,0.392192958
CFIV,origin,0.01023835
CFIVU,origin,0.874172185
CFIVW,origin,0.139784946
CFLT,origin,0.454551511
CFMS,origin,0.583451965
CFO,origin,0.260100764
CFR,origin,0.674951695
CFRpB,origin,0.62506601
CFRX,origin,0.500469509
CFSB,origin,0.004113924
CG,origin,0.414985421
CGA,origin,0.441583916
CGABL,origin,0.657177839
CGAU,origin,0.784045274
CGBD,origin,0.113024459
CGC,origin,0.572824645
CGCP,origin,0.465674562
CGDV,origin,0.670730173
CGEM,origin,0.340593803
CGEN,origin,0.469641298
CGGO,origin,0.432061464
CGGR,origin,0.734871224
CGMS,origin,1
CGMU,origin,1
CGNT,origin,0.37320273
CGNX,origin,0.185942231
CGO,origin,0.369367589
CGRN,origin,0.271615169
CGSD,origin,1
CGTX,origin,0.352926785
CGUS,origin,0.751547399
CGV,origin,1
CGW,origin,0.442198047
CGXU,origin,0.326465809
CHAA,origin,0.243210377
CHAD,origin,0.351721715
CHAU,origin,0.72476172
CHB,origin,0.01381979
CHCI,origin,0.641202028
CHCO,origin,0.431648254
CHCT,origin,0.209930512
CHD,origin,0.404123788
CHDN,origin,0.638207413
CHE,origin,0.72906162
CHEA,origin,1
CHEF,origin,0.560819713
CHEK,origin,0.395119242
CHEKZ,origin,1
CHG,origin,0.408909195
CHGG,origin,0.645160048
CHGX,origin,0.974183855
CHH,origin,0.67120096
CHI,origin,0.36990102
CHIE,origin,0.00631136
CHIH,origin,0.638977636
CHII,origin,1
CHIK,origin,0.001834862
CHIQ,origin,0.243052357
CHIR,origin,0.029090909
CHIX,origin,0.34
CHK,origin,0.490861824
CHKEL,origin,0.823076923
CHKEW,origin,1
CHKP,origin,0.618688478
CHMG,origin,0.283293341
CHMI,origin,0.558462035
CHMIpA,origin,0.618153365
CHMIpB,origin,0.476915005
CHN,origin,0.085837405
CHNR,origin,0.859797297
CHPT,origin,0.427791361
CHRA,origin,0.257316235
CHRB,origin,0.203711015
CHRD,origin,0.53911534
CHRS,origin,0.457377631
CHRW,origin,0.676423644
CHS,origin,0.353566225
CHSCL,origin,0.433950768
CHSCM,origin,0.474930659
CHSCN,origin,0.060440665
CHSCO,origin,0.646617549
CHSCP,origin,0.247965692
CHT,origin,0.494447556
CHTR,origin,0.689291938
CHUY,origin,0.283370178
CHW,origin,0.42970297
CHWY,origin,0.58152983
CHX,origin,0.348081449
CHY,origin,0.327934795
CI,origin,0.397694166
CIA,origin,0.339931415
CIB,origin,0.438454047
CIBR,origin,0.170860068
CID,origin,0.033707865
CIDM,origin,0.447134524
CIEN,origin,0.526567669
CIF,origin,0.145625367
CIFR,origin,0.57779593
CIFRW,origin,0.785736149
CIG,origin,0.552675023
CIG/C,origin,0.808300985
CIGI,origin,0.47571071
CIH,origin,0.28238342
CII,origin,0.574843351
CIK,origin,0.748128013
CIL,origin,0.004888137
CIM,origin,0.551932735
CIMpA,origin,0.890088173
CIMpB,origin,0.518738518
CIMpC,origin,0.912099519
CIMpD,origin,0.795099282
CINC,origin,0.594360174
CINF,origin,0.700914072
CING,origin,0.793611794
CINT,origin,0.239159001
CIO,origin,0.560474549
CION,origin,0.420241903
CIOpA,origin,0.630048465
CIR,origin,0.448411527
CISO,origin,0.483612162
CITE,origin,1
CIVB,origin,0.217820425
CIVI,origin,0.50152477
CIX,origin,0.764959569
CIXX,origin,0.16313139
CIZ,origin,0.72972973
CIZN,origin,0.101286174
CJJD,origin,0.998831776
CKPT,origin,0.341413592
CL,origin,0.341955744
CLAA/U,origin,0.001342732
CLAA/WS,origin,0.995670996
CLAR,origin,0.625033756
CLAY,origin,0.363526204
CLB,origin,0.508335935
CLBK,origin,0.399059663
CLBT,origin,0.877155682
CLDL,origin,0.391452648
CLDT,origin,0.590075072
CLDTpA,origin,0.330508475
CLDX,origin,0.44434812
CLEU,origin,0.510715019
CLF,origin,0.41834473
CLFD,origin,0.36464874
CLGN,origin,0.250342936
CLH,origin,0.414542021
CLIR,origin,0.040723982
CLLS,origin,0.524317999
CLM,origin,0.619162749
CLMB,origin,0.323012736
CLMT,origin,0.206067812
CLNE,origin,0.569410493
CLNN,origin,0.60744268
CLNR,origin,1
CLOER,origin,1
CLOI,origin,1
CLOU,origin,0.265270871
CLOV,origin,0.67459649
CLPR,origin,0.381882022
CLPS,origin,0.372995344
CLPT,origin,0.681771613
CLR,origin,0.421754734
CLRB,origin,0.507553152
CLRC,origin,1
CLRM,origin,0.003161466
CLRMW,origin,0.794683258
CLRO,origin,0.873195229
CLS,origin,0.163923397
CLSA,origin,0.437437102
CLSC,origin,0.220451156
CLSD,origin,0.620950033
CLSK,origin,0.591133724
CLSM,origin,0.157266811
CLST,origin,0.868852459
CLTL,origin,0.131617586
CLVR,origin,0.490932685
CLVS,origin,0.569116796
CLVT,origin,0.683851155
CLVTpA,origin,0.002097082
CLW,origin,0.493736429
CLWT,origin,0.144853442
CLX,origin,0.641961983
CLXT,origin,0.373958504
CM,origin,0.613848918
CMA,origin,0.450439962
CMAX,origin,0.66793675
CMBM,origin,0.289517199
CMBS,origin,0.091014188
CMC,origin,0.514155657
CMCL,origin,0.141720684
CMCM,origin,0.570704476
CMCO,origin,0.142587347
CMCSA,origin,0.395551534
CMCT,origin,0.237875289
CMDY,origin,0.574879683
CME,origin,0.433729522
CMF,origin,0.477225895
CMG,origin,0.500995513
CMI,origin,0.672779557
CMLS,origin,0.113546555
CMMB,origin,0.515547606
CMP,origin,0.450488959
CMPO,origin,0.924571001
CMPOW,origin,0.45992655
CMPR,origin,0.774685053
CMPS,origin,0.472511092
CMPX,origin,0.148143936
CMRA,origin,0.660724279
CMRE,origin,0.584617484
CMREpB,origin,0.251190476
CMREpC,origin,0.359587903
CMREpD,origin,0.435591958
CMREpE,origin,0.218834081
CMRX,origin,0.519563059
CMS,origin,0.526861219
CMSA,origin,0.268465909
CMSC,origin,0.032070272
CMSD,origin,0.518791324
CMSpB,origin,1
CMSpC,origin,0.116773262
CMT,origin,0.0014295
CMTG,origin,0.65545997
CMTL,origin,0.222529238
CMU,origin,0.063777846
CNA,origin,0.604753309
CNBS,origin,0.442873034
CNC,origin,0.609479823
CNCE,origin,0.539055252
CNCR,origin,0.281838565
CND,origin,0.245907117
CNDA,origin,0.709219858
CNDT,origin,0.437964558
CND/WS,origin,0.680751174
CNET,origin,0.137788095
CNEY,origin,0.300681841
CNF,origin,0.619498984
CNFR,origin,0.471495928
CNGL,origin,0.571428571
CNGLU,origin,0.647058824
CNHI,origin,0.577968599
CNI,origin,0.356758717
